,1,2,3,4
0,4.674946534225682,4.858807010263069,5.5272173863927065,5.755636461088719
1,3.874259470789918,4.3346369033291445,4.084674853753611,4.893529855671573
2,4.431379734899282,4.638966418934229,5.404830184372145,6.331546323013143
3,4.659938046290058,4.637970713948539,5.480619110256143,6.381230387405946
4,4.458179807794159,4.519104586679458,5.516770591795077,5.707396051738192
5,4.535328381330709,4.971462787627814,5.103023757458431,5.350984192211777
6,4.571008671447644,5.037151255831767,5.674215663341043,4.781111454933162
7,4.7375266376715315,4.959785927892333,4.82552317917457,5.755785866941356
8,4.338640353436956,4.397628119198931,5.262790917907647,5.165218613135629
9,5.208363351021837,4.7828262360033085,6.104032526706637,6.6486263583909455
10,5.051567267508779,5.050235466059168,5.0340599389085,6.108201721762537
11,4.4757655565999235,4.414248945324415,5.3839715881475145,5.292317411397591
12,4.433463061243754,4.28871658536009,4.828479949830979,4.589200531991949
13,4.808063459435108,4.905139386680727,5.14994102847979,5.225308282801713
14,5.934809996609006,6.607285517909931,5.52595358422024,5.992375098696995
15,5.269826254003532,6.161392415165831,6.663537065818348,5.085126392323948
16,4.245687244577844,4.951696237552485,5.556733577889958,4.927303357499869
17,4.603685358330983,5.015499715091923,4.720284656823481,4.911766391426365
18,4.923164266899544,4.957750453157226,5.434986818370903,5.874855685480347
19,6.06794319859737,5.011671626621733,5.008964160034283,6.674877126762495
20,4.719846520208212,4.458994496926826,4.142575137058175,5.468679490195133
21,5.112529304016567,4.756602421843997,6.833049143419088,8.372329632964993
22,3.97002616404002,4.158271622885893,4.3715171678612235,6.7738132803317015
23,4.2363106722439525,4.8922008503511485,4.578079443742845,5.849566474546234
