,1,2,3,4
0,5.61183072787669,4.857030868609888,5.653264973764246,5.711358081648119
1,4.346001405249157,4.3758991019871525,4.732900983874088,4.906449488124194
2,4.810867012238413,4.546297512000641,5.710659117146691,5.92219065988813
3,4.559181131843253,4.700941805490491,5.57650054253714,5.726176408009341
4,4.449681642406174,4.251764965272945,5.111712542961244,6.863046181408631
5,4.47652976068138,4.5733793393031075,4.966669167536128,5.578598000510771
6,4.866028757369695,5.28906680856554,4.833743792242599,5.24568394197239
7,5.035941187947802,5.028833190102033,6.643119668283472,5.342767937788322
8,5.169070839450172,5.347195828900244,5.733147678576749,7.468302402187278
9,5.237447938138742,5.354640737150249,5.395339842515327,6.824734556608169
10,4.930804174405603,4.85955515268375,5.328868722385204,6.500001448479391
11,4.041405812118957,4.1138490041782605,4.810816703326565,4.95397519597374
12,4.750001834167658,5.123884803324443,5.812847134877458,5.235199048168491
13,4.378243109790569,4.712010184558724,5.45791273506844,4.938713300284542
14,5.590601108199593,5.380918781721399,5.689227754815837,6.037727189268418
15,5.379750182945217,5.616769915658248,4.942578418610395,4.720830772449298
16,4.792484934803981,6.334836772692413,5.5745559109146,4.549750961362316
17,4.320322288797233,4.518130787812651,6.104699269436263,5.302904743913974
18,4.2727877907553395,4.26446866476657,5.292955257703754,4.986435996275352
19,5.578099668909092,4.510659564049205,4.322691611291864,5.313850821561423
20,4.141375779966851,4.447924408698074,5.214799005805962,5.2972994170168715
21,5.366202062244266,5.953661107274391,6.123561527687369,4.874922485851169
22,4.4205117480202265,4.377710045075317,4.594286147211264,4.316401570673419
23,4.45581039720535,4.7559587999708555,5.23371299454598,4.485009197344411
