,1,2,3,4
0,5.299571135906887,5.0579887788958535,5.879794825036438,5.7549899020228095
1,4.587484440031967,4.4437739806330585,5.863824181170859,5.824402294929755
2,4.648274691280435,4.485179871397886,6.2059391358956875,6.075630076167926
3,4.539933117216118,4.5142939897705245,5.666152648160638,6.22817339175562
4,4.250848742248882,5.131003920098971,7.393194120290891,7.4729626741572055
5,4.849119648652532,5.024196267690871,5.950917167788797,5.355302100972255
6,4.170869799146001,5.193983494546242,5.607486620402524,6.331476760581899
7,4.418740295274521,5.18654576145448,6.2520459811191955,5.685575874818225
8,4.6802275663917685,4.93695189948008,5.257687747481159,6.701059725412902
9,4.658966005087029,6.515330747187109,6.468241046588299,6.129954763902108
10,5.025735167324198,5.570526173291906,5.147927852704183,5.210547399815498
11,4.233419483931314,5.444142003579613,5.477600076615879,4.827208255009561
12,4.13436917577028,5.104294098785902,4.699271663439438,5.093281786111766
13,5.1972619701328995,4.1322829629263484,5.567592863282674,6.097633823344359
14,6.416701112995527,5.441004514736213,5.456686090767906,6.932783861416011
15,6.896705198413659,4.485128514071418,5.907645887607681,6.795512779505311
16,4.838691712434514,5.214885284093835,4.43200770078879,4.938411283789517
17,5.130997047348619,5.413773533372763,5.490421546899476,4.379409830523756
18,5.552686234162137,5.321457982108048,5.894379487869559,5.086191430498705
19,6.072470336366406,5.022994138641286,6.673439886771631,4.99291426148862
20,4.640700914678208,4.555651503024537,5.259486362135781,4.456806267983274
21,4.702092010598142,6.012892360590366,5.772580312966406,6.9645122704919435
22,4.478449927468912,4.92977072196599,4.659578721439785,4.771640098245758
23,4.522834540491018,4.51738085380222,5.216435682388323,4.90074082112014
