,1,2,3,4
0,0.011204151170823937,0.009510173825318225,0.017933137653521038,0.015386278714627432
1,0.01651125499680933,0.013718862796378057,0.015265493481969228,0.017440133376219222
2,0.01391258756418959,0.012992965044975794,0.015581792562249782,0.01515536051495121
3,0.006711599012999907,0.011361595409453246,0.014332270768479958,0.014761097274614157
4,0.011439655467924149,0.012558888274053446,0.011857933603603961,0.015215197959355166
5,0.007572337790121076,0.012401910816617234,0.012338892682799618,0.015870877307832446
6,0.011313815011254575,0.011920258979804864,0.013501855459829614,0.017744648272176984
7,0.007724962130638057,0.01116681390439262,0.00926681866588318,0.014935686889284348
8,0.010376881111636094,0.011067693188483394,0.013455954555180137,0.014105338436435935
9,0.012441325122190988,0.010687661655291855,0.014725735946756371,0.011971730243684586
10,0.012870383599119834,0.01056237550830415,0.008469564249704882,0.011723226207427143
11,0.010078937111250281,0.011338794562843327,0.013580277127815397,0.012549202590612216
12,0.009252880880803973,0.01241851103808704,0.011987943923074198,0.009630677441272863
13,0.011801411054458222,0.011118326361380736,0.010031163931726319,0.011933763776758628
14,0.007668204783118512,0.008545772886713914,0.010845130800596684,0.010700400939745402
15,0.009843464824939713,0.012778709291106954,0.010684747394950803,0.010687788005854999
16,0.008806978734340179,0.009812216523182347,0.01250240145549225,0.008355884570439622
17,0.010000058876615325,0.009358892242157205,0.010071208696804794,0.0075698023212743834
18,0.007423962746073232,0.012145384147059258,0.012327178637158109,0.007062514909068141
19,0.010658576854921734,0.00889234947544488,0.01263248500054062,0.011908725136294264
20,0.006862874282406313,0.012149815594196927,0.009440404606787339,0.007309703999663713
21,0.010997780185527047,0.011129168873912618,0.013689193734610838,0.007312992910819367
22,0.007917291387243734,0.009937022034294887,0.016047752732038147,0.007524394470792386
23,0.007706552629387693,0.008269525102966547,0.010259627814854564,0.008950852838143189
